Gene_name,KL_Temp19_SexF_Rep1,KL_Temp19_SexF_Rep2,KL_Temp19_SexF_Rep3,KL_Temp19_SexM_Rep1,KL_Temp19_SexM_Rep2,KL_Temp19_SexM_Rep3,KL_Temp6_SexF_Rep1,KL_Temp6_SexF_Rep2,KL_Temp6_SexF_Rep3,KL_Temp6_SexM_Rep1,KL_Temp6_SexM_Rep2,KL_Temp6_SexM_Rep3
maker-scaffold632-size51910-snap-gene-0.13,19,66,25,64,83,77,63,67,36,107,83,94
maker-scaffold6335-size2074-snap-gene-0.3,0,8,1,15,10,12,8,6,3,12,15,2
maker-scaffold634-size151341-augustus-gene-0.26,1995,3047,3879,1711,2101,1815,5239,4171,3783,2255,1575,1742
maker-scaffold634-size151341-augustus-gene-0.27,36,35,33,1441,1350,1482,29,24,28,1163,982,1339
maker-scaffold634-size151341-augustus-gene-0.29,7764,15215,9694,11210,15945,10945,7382,6550,5939,8086,4375,7600
maker-scaffold634-size151341-augustus-gene-0.30,2068,1697,3239,850,927,847,3201,1937,2089,949,729,939
maker-scaffold634-size151341-augustus-gene-0.32,1929,2824,3340,2917,4134,3116,3006,2690,2280,3591,2395,2944
maker-scaffold634-size151341-augustus-gene-0.34,11234,10925,14427,3331,3647,3212,15701,11851,10814,4636,3303,4015
maker-scaffold634-size151341-augustus-gene-0.35,3702,2867,4178,3167,3411,3087,4491,3161,2795,2880,2086,2596
maker-scaffold634-size151341-augustus-gene-0.36,1209,1153,1806,235,241,243,1764,1263,955,271,154,242
maker-scaffold634-size151341-augustus-gene-1.22,8041,11021,9716,4530,4257,4630,7965,6874,5519,4199,3054,3805
maker-scaffold634-size151341-augustus-gene-1.23,4097,3570,5488,1885,2391,1999,5898,4689,4429,2581,1799,2181
maker-scaffold634-size151341-snap-gene-0.39,1868,2134,3304,521,695,547,3800,2767,2775,895,542,673
maker-scaffold634-size151341-snap-gene-0.42,2819,2868,3405,2453,2422,2168,3366,2745,1996,2238,1659,1977
maker-scaffold634-size151341-snap-gene-0.44,12,38,14,38,58,48,26,22,36,68,29,62
maker-scaffold634-size151341-snap-gene-1.24,860,646,1100,335,290,348,922,564,660,138,134,180
maker-scaffold6349-size3538-snap-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold635-size71370-augustus-gene-0.23,12,6,14,729,627,501,14,32,11,597,450,743
maker-scaffold635-size71370-augustus-gene-0.24,1145,2387,2786,348,480,350,3470,3199,2801,735,427,576
maker-scaffold635-size71370-snap-gene-0.32,643,865,451,2534,3242,1366,793,1670,747,4773,2591,4447
maker-scaffold635-size71370-snap-gene-0.33,3008,4607,5750,1490,2134,1698,9097,7692,6593,3101,2159,2320
maker-scaffold635-size71370-snap-gene-0.34,21,70,16,474,646,233,45,26,45,405,326,270
maker-scaffold6364-size2060-augustus-gene-0.3,467,787,934,241,294,227,1181,1062,880,314,231,276
maker-scaffold637-size60529-snap-gene-0.8,510,577,754,149,272,204,870,855,767,436,262,273
maker-scaffold6370-size5903-augustus-gene-0.2,3,5,0,21,19,10,62,25,20,16,23,47
maker-scaffold639-size26148-augustus-gene-0.14,0,3,2,0,0,0,6,2,8,1,0,1
maker-scaffold639-size26148-augustus-gene-0.15,19,42,20,70,111,78,23,7,21,49,55,75
maker-scaffold639-size26148-snap-gene-0.20,2,13,6,17063,16253,16963,7,10,6,11780,8705,10865
maker-scaffold64-size80207-augustus-gene-0.16,7,29,21,24,16,7,31,18,21,29,15,27
maker-scaffold64-size80207-augustus-gene-0.17,1792,1372,2164,2158,2017,2245,2074,1586,1265,1992,1519,2188
maker-scaffold64-size80207-snap-gene-0.18,6454,10149,7282,9593,8176,8082,5373,3677,5627,4019,2779,3600
maker-scaffold640-size34268-augustus-gene-0.12,4898,8163,6346,10214,11368,8845,1684,2197,1251,3350,1436,2883
maker-scaffold640-size34268-augustus-gene-0.13,1751,918,1929,172,197,190,1798,1768,1275,349,195,297
maker-scaffold640-size34268-snap-gene-0.15,350,1352,379,597,1392,820,623,899,864,1388,708,1315
maker-scaffold640-size34268-snap-gene-0.16,12538,19061,10791,16788,12933,15677,15068,13697,10948,13081,9748,12698
maker-scaffold6402-size2038-snap-gene-0.3,0,0,0,9,6,0,0,0,0,2,4,9
maker-scaffold6404-size7078-snap-gene-0.3,829,1535,958,744,715,665,1406,1062,908,916,598,796
maker-scaffold641-size81484-augustus-gene-0.11,14,27,21,16,46,25,43,73,55,99,40,76
maker-scaffold641-size81484-snap-gene-0.15,3382,2349,3389,3609,3301,3314,3124,2358,2304,3410,2358,3228
maker-scaffold641-size81484-snap-gene-0.17,398,867,250,647,861,667,370,394,326,881,579,833
maker-scaffold641-size81484-snap-gene-0.19,139984,160059,172292,63258,71491,62933,209015,167130,142087,57024,39048,48828
maker-scaffold641-size81484-snap-gene-0.20,103,244,77,204,253,217,86,68,73,220,126,145
maker-scaffold641-size81484-snap-gene-0.21,4116,3060,5526,1520,1299,1514,5471,3747,2939,1398,1128,1475
maker-scaffold642-size61208-augustus-gene-0.12,2220,4232,2803,4395,4698,3921,1534,1979,1145,2077,1235,1735
maker-scaffold642-size61208-augustus-gene-0.15,3,5,3,6201,6905,6055,2,3,0,5489,3994,4976
maker-scaffold642-size61208-augustus-gene-0.16,2945,4072,6031,1196,1495,1246,7834,7993,6859,5605,3932,3613
maker-scaffold642-size61208-augustus-gene-0.17,1329,1973,2098,1074,1310,1120,3137,2925,2515,1422,938,1217
maker-scaffold643-size37031-augustus-gene-0.18,107,289,173,203,215,156,54,125,44,108,58,85
maker-scaffold643-size37031-augustus-gene-0.19,1145,981,1987,292,409,382,1429,1013,1089,218,163,324
maker-scaffold643-size37031-snap-gene-0.25,12761,21083,10007,13075,14384,15277,8741,8628,4187,11130,6607,10844
maker-scaffold6436-size2019-snap-gene-0.3,1546,1533,2401,539,585,521,2456,1813,1732,658,415,476
maker-scaffold6445-size4374-augustus-gene-0.0,1386,1169,1461,417,426,452,1376,923,974,363,270,316
maker-scaffold6448-size4869-snap-gene-0.0,3890,3912,4236,1519,1582,1381,4353,3518,2825,1879,1135,1616
maker-scaffold6462-size8059-augustus-gene-0.3,2060,2714,4206,259,421,288,4362,3983,3332,1034,591,607
maker-scaffold647-size97846-augustus-gene-0.22,5703,6058,7845,3975,4117,3849,10650,8816,6878,5229,3761,4407
maker-scaffold647-size97846-augustus-gene-0.23,3,3,17,4900,7283,5435,6,1,4,6064,4402,8050
maker-scaffold647-size97846-augustus-gene-0.24,614,1362,937,1748,1643,1497,1302,1066,809,1253,850,1065
maker-scaffold647-size97846-augustus-gene-0.27,3,0,0,0,0,0,0,3,0,0,0,0
maker-scaffold647-size97846-snap-gene-0.29,14,27,15,15,7,60,43,37,26,98,96,81
maker-scaffold647-size97846-snap-gene-0.34,2,9,19,33,12,17,7,8,22,5,8,40
maker-scaffold6477-size3370-augustus-gene-0.2,1,12,4,12174,10893,10222,3,61,1,11273,6459,10257
maker-scaffold648-size25952-augustus-gene-0.5,133,253,87,195,379,206,128,149,113,265,176,203
maker-scaffold648-size25952-snap-gene-0.8,171,244,259,80,109,31,283,294,170,120,82,64
maker-scaffold6480-size3907-snap-gene-0.0,934,1305,418,928,1041,1243,1045,718,638,911,846,1108
maker-scaffold649-size114345-augustus-gene-0.5,16,34,8,2050,2235,2388,9,7,8,3376,2862,5428
maker-scaffold649-size114345-snap-gene-0.7,34,121,32,134,89,31,33,27,11,49,20,53
maker-scaffold6496-size1995-snap-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold65-size225172-augustus-gene-0.32,9524,14579,14846,5202,7547,5124,17623,15925,12890,8219,4431,4921
maker-scaffold65-size225172-augustus-gene-0.33,65029,85099,89611,44064,53543,44017,119310,91097,84050,41633,24847,32036
maker-scaffold65-size225172-augustus-gene-0.34,2753,3085,5977,1001,1277,1218,5663,4061,3809,1501,984,1089
maker-scaffold65-size225172-augustus-gene-0.35,2672,2751,4584,3229,3753,3614,4293,3372,3255,2945,2557,3042
maker-scaffold65-size225172-augustus-gene-0.36,741,1483,633,1250,1352,1272,1416,1891,1265,3027,2260,2625
maker-scaffold65-size225172-augustus-gene-0.38,2,2,0,5,0,4,1,0,4,3,7,1
maker-scaffold65-size225172-augustus-gene-0.39,621,732,1212,268,365,287,1160,853,893,337,228,283
maker-scaffold65-size225172-augustus-gene-0.41,5599,4888,9306,606,857,827,8377,6174,6054,927,595,763
maker-scaffold65-size225172-augustus-gene-0.42,4913,4614,6546,4333,5123,4629,7428,5220,5157,5380,3684,5058
maker-scaffold65-size225172-augustus-gene-0.43,961,2044,767,1234,1695,898,1587,1928,1199,2732,2098,2518
maker-scaffold65-size225172-augustus-gene-1.19,25,101,72,71,61,36,111,93,72,63,57,51
maker-scaffold65-size225172-augustus-gene-1.20,0,1,2,5,3,10,2,0,0,5,4,2
maker-scaffold65-size225172-augustus-gene-2.15,71025,118599,64198,68774,77725,83001,88494,81329,44135,101839,82871,95525
maker-scaffold65-size225172-augustus-gene-2.16,3354,3893,5089,4375,9309,13669,6011,3833,1795,4653,5646,8485
maker-scaffold65-size225172-augustus-gene-2.18,0,1,0,0,1,0,0,0,0,6,0,0
maker-scaffold65-size225172-snap-gene-0.53,855,851,1272,6670,5369,6313,1344,990,938,5352,4005,5745
maker-scaffold65-size225172-snap-gene-1.22,1,10,4,3,1,3,3,18,5,30,46,37
maker-scaffold65-size225172-snap-gene-1.26,41,94,21,52,71,67,65,104,54,141,80,129
maker-scaffold65-size225172-snap-gene-2.23,13,7,2,156,237,228,1,3,1,215,258,443
maker-scaffold6505-size4157-snap-gene-0.3,346,559,898,140,145,148,1526,1215,1227,249,234,181
maker-scaffold6506-size11269-snap-gene-0.6,0,0,0,0,0,0,0,0,0,0,0,1
maker-scaffold651-size84376-augustus-gene-0.10,1696,1591,2618,349,719,421,2380,1732,1564,394,235,263
maker-scaffold651-size84376-augustus-gene-0.9,3,9,2,10,17,12,3,0,0,8,9,13
maker-scaffold652-size108713-snap-gene-0.23,49,77,259,136,197,166,164,184,139,158,119,137
maker-scaffold652-size108713-snap-gene-0.24,0,0,1,326,465,368,0,0,0,277,289,295
maker-scaffold654-size41495-augustus-gene-0.13,25,80,16,137,65,66,64,49,70,84,130,145
maker-scaffold654-size41495-augustus-gene-0.14,10419,14500,9469,8726,7995,9753,7148,6253,4918,4809,3187,7083
maker-scaffold654-size41495-augustus-gene-0.16,13,11,1,128,673,701,9,8,2,707,38,715
maker-scaffold654-size41495-augustus-gene-0.17,20,8,22,116,98,117,20,14,30,147,125,138
maker-scaffold654-size41495-snap-gene-0.25,1,1,0,3181,2823,2989,0,1,0,2290,2305,3109
maker-scaffold655-size37790-augustus-gene-0.16,28031,23348,36865,18662,20653,18795,42315,28079,26674,20915,14703,20571
maker-scaffold655-size37790-snap-gene-0.19,18,37,48,198,190,198,66,24,25,141,86,108
maker-scaffold655-size37790-snap-gene-0.20,4780,4304,8036,37111,40795,34878,7360,4658,4706,37033,26647,35787
maker-scaffold655-size37790-snap-gene-0.22,1669,6299,3451,1000,1402,1187,8197,11295,8082,3709,1993,2311
maker-scaffold655-size37790-snap-gene-0.23,306643,418959,480920,146224,208131,163534,586192,480865,436055,169818,103813,121526
maker-scaffold6557-size1967-augustus-gene-0.2,228,847,518,466,579,470,818,575,532,562,229,305
maker-scaffold656-size92848-augustus-gene-0.23,4696,4823,5431,10425,17352,13682,3950,4017,3217,5020,2673,4098
maker-scaffold656-size92848-augustus-gene-0.24,5198,3952,7090,3875,3991,3734,9342,6486,5949,4239,2860,3697
maker-scaffold656-size92848-augustus-gene-0.25,231,409,422,212,289,291,586,527,423,536,272,417
maker-scaffold656-size92848-snap-gene-0.26,225,1161,246,565,858,770,280,358,343,784,639,631
maker-scaffold656-size92848-snap-gene-0.28,5,3,8,4220,3670,4444,8,6,4,3294,2769,3399
maker-scaffold656-size92848-snap-gene-0.29,469,2181,406,3619,4747,3799,596,875,922,6079,4636,5420
maker-scaffold657-size51373-snap-gene-0.10,4939,6241,7292,3277,4552,3619,8951,7618,6381,4953,3469,4293
maker-scaffold658-size56478-augustus-gene-0.15,1930,1906,2890,5179,4727,4503,2780,1866,1637,3425,2613,3350
maker-scaffold658-size56478-augustus-gene-0.17,0,0,3,0,0,0,3,3,2,18,3,4
maker-scaffold658-size56478-augustus-gene-0.18,2929,1837,3632,3511,3340,3121,3610,2312,2226,2924,2025,2965
maker-scaffold658-size56478-snap-gene-0.26,2535,1698,3492,59,27,37,2756,1742,1714,13,23,20
maker-scaffold658-size56478-snap-gene-0.27,15,57,15,49,39,46,9,18,16,56,31,60
maker-scaffold659-size67515-augustus-gene-0.8,255,477,173,489,670,437,757,822,861,1781,1212,1165
maker-scaffold66-size131750-augustus-gene-1.16,1967,1916,2486,416,470,436,3245,2302,1984,553,312,466
maker-scaffold66-size131750-augustus-gene-1.17,1791,1994,2556,2324,2896,2581,2764,1744,1709,2387,1500,2182
maker-scaffold66-size131750-augustus-gene-1.20,1221,1067,1329,1860,1594,1995,1239,1071,887,1892,1094,1790
maker-scaffold66-size131750-augustus-gene-1.21,1877,1348,1970,559,539,552,2303,1534,1378,591,403,602
maker-scaffold66-size131750-snap-gene-0.8,192,513,172,415,703,496,579,642,511,912,402,687
maker-scaffold66-size131750-snap-gene-0.9,52,189,68,168,221,183,91,139,120,330,239,314
maker-scaffold66-size131750-snap-gene-1.26,3500,4559,5161,9514,11880,9573,7456,5978,5732,10540,7825,8933
maker-scaffold66-size131750-snap-gene-1.29,750,650,849,602,490,474,899,637,565,550,316,554
maker-scaffold660-size34706-augustus-gene-0.23,10,74,29,705,887,684,87,121,94,858,801,800
maker-scaffold660-size34706-augustus-gene-0.24,1,2,4,7818,6671,7465,2,2,2,5779,4084,5772
maker-scaffold660-size34706-snap-gene-0.29,3460,4041,2049,5656,4356,5372,4113,2973,3065,2558,2254,3312
maker-scaffold660-size34706-snap-gene-0.33,23,37,8,2356,2284,2462,19,6,25,1826,1300,2000
maker-scaffold661-size41221-augustus-gene-0.11,2141,2827,3273,31,30,18,6188,4806,4465,46,13,15
maker-scaffold661-size41221-augustus-gene-0.8,3257,2558,3632,1613,1582,1344,3547,2625,2234,1630,1401,1656
maker-scaffold661-size41221-snap-gene-0.13,167,339,210,4198,4073,3489,253,219,264,3259,2574,3516
maker-scaffold661-size41221-snap-gene-0.14,57,255,172,12,26,8,7815,5775,4572,14,25,15
maker-scaffold6616-size4426-snap-gene-0.3,785,1280,1189,566,1204,657,1941,1612,1516,696,600,659
maker-scaffold662-size29948-snap-gene-0.9,1108,1521,1418,1213,1387,1187,1533,1262,975,1208,869,1333
maker-scaffold664-size88239-augustus-gene-0.18,96,219,83,223,230,167,53,92,82,240,187,179
maker-scaffold664-size88239-augustus-gene-0.19,2692,2202,3340,1754,1713,1524,3131,2261,1907,1675,1269,1707
maker-scaffold664-size88239-augustus-gene-0.21,61,125,27,83,80,79,20,25,49,69,42,67
maker-scaffold664-size88239-augustus-gene-0.22,0,0,3,0,0,0,0,3,2,4,2,0
maker-scaffold664-size88239-augustus-gene-0.23,1008,793,1334,309,273,243,965,682,655,247,134,246
maker-scaffold664-size88239-snap-gene-0.27,135,584,152,400,519,446,186,235,199,581,464,436
maker-scaffold664-size88239-snap-gene-0.31,223,874,160,584,801,684,484,649,585,1259,1008,894
maker-scaffold6648-size1924-snap-gene-0.0,2541,2438,3279,433,526,559,3432,2356,2295,382,316,479
maker-scaffold665-size55465-augustus-gene-0.9,99938,169306,196165,398,1019,342,900173,622440,485535,736,159,253
maker-scaffold665-size55465-snap-gene-0.14,7317,8734,11186,2095,2535,1929,10701,10294,7855,2560,1514,1512
maker-scaffold665-size55465-snap-gene-0.15,108,251,154,79,53,65,222,164,156,66,48,75
maker-scaffold666-size49798-snap-gene-0.11,1,2,6,3011,2760,2986,1,2,2,2335,1910,2467
maker-scaffold666-size49798-snap-gene-0.13,4426,7426,4253,6497,8239,6682,3400,4691,3075,4379,3381,3335
maker-scaffold667-size62758-augustus-gene-0.13,831,1594,1570,3515,3846,2701,1605,1745,1317,5376,2952,5394
maker-scaffold667-size62758-augustus-gene-0.16,32,126,36,89,73,88,44,37,30,71,36,56
maker-scaffold667-size62758-augustus-gene-0.17,103,210,106,271,307,230,273,233,199,364,227,374
maker-scaffold667-size62758-snap-gene-0.19,58,102,33,72,39,95,52,115,77,108,93,55
maker-scaffold667-size62758-snap-gene-0.20,6,3,3,16579,16468,14915,3,6,5,16285,11904,15689
maker-scaffold668-size56010-augustus-gene-0.10,6774,5626,9112,1005,1041,950,8409,5022,4991,771,715,966
maker-scaffold668-size56010-augustus-gene-0.11,7065,7226,10311,2823,3477,2925,13027,8927,9021,3765,2790,3308
maker-scaffold668-size56010-snap-gene-0.13,7767,5835,8710,3095,3121,3126,11000,8823,6903,3780,2436,3179
maker-scaffold668-size56010-snap-gene-0.16,806,925,1069,330,281,257,1205,947,906,295,198,253
maker-scaffold669-size102525-augustus-gene-0.51,3473,3905,4958,2710,3174,2767,5293,4068,3641,3122,2328,2714
maker-scaffold669-size102525-augustus-gene-0.52,5499,6955,8912,5032,6934,6039,11540,8402,8399,7178,4747,6181
maker-scaffold669-size102525-augustus-gene-0.54,6055,6228,8318,13111,15365,12817,9571,6846,6755,12948,9174,11330
maker-scaffold669-size102525-augustus-gene-0.55,1429,1327,1508,1353,1346,1427,1890,1392,1204,1206,1023,1448
maker-scaffold669-size102525-augustus-gene-0.56,2998,2237,3790,2083,2010,1591,4440,2986,2439,2536,1618,2246
maker-scaffold669-size102525-augustus-gene-0.61,2089,2765,2644,4158,4838,4484,2229,1869,1544,2678,1763,2530
maker-scaffold669-size102525-augustus-gene-0.63,1250,782,1418,388,342,407,1284,837,643,308,185,305
maker-scaffold669-size102525-augustus-gene-0.64,152,335,265,179,182,69,303,217,225,137,85,86
maker-scaffold669-size102525-snap-gene-0.65,3,2,13,4,1,0,96,43,42,11,4,10
maker-scaffold669-size102525-snap-gene-0.66,4,0,0,3,3,0,11,9,20,0,5,1
maker-scaffold669-size102525-snap-gene-0.74,1180,729,1310,490,461,475,1156,704,693,461,331,441
maker-scaffold669-size102525-snap-gene-0.75,2788,3031,3185,2145,2263,2214,3011,2429,2138,1695,1356,1833
maker-scaffold669-size102525-snap-gene-0.76,211,373,209,192,286,202,382,261,293,291,161,253
maker-scaffold669-size102525-snap-gene-0.77,93,165,62,418,142,205,146,84,66,36,58,35
maker-scaffold669-size102525-snap-gene-0.80,16972,30471,14624,26414,48496,33727,38670,56041,31197,72532,60627,68990
maker-scaffold6695-size3237-snap-gene-0.0,161,199,79,172,228,140,138,80,68,150,99,215
maker-scaffold67-size63506-augustus-gene-0.20,1796,3765,2460,3130,3566,2949,4425,5410,3765,6470,3760,4096
maker-scaffold67-size63506-augustus-gene-0.22,7,3,1,59,15,73,4,2,4,13,20,50
maker-scaffold67-size63506-augustus-gene-0.23,1428,1099,1499,1914,1353,1523,1680,1182,954,1341,1219,1660
maker-scaffold67-size63506-snap-gene-0.29,13452,7519,12271,10523,10328,11084,12141,7012,6315,7265,4403,5723
maker-scaffold67-size63506-snap-gene-0.31,2696,2286,4179,347,424,394,3815,2738,2450,429,273,367
maker-scaffold67-size63506-snap-gene-0.32,4795,5050,7272,954,1316,1148,8195,5800,5669,1911,1466,1501
maker-scaffold67-size63506-snap-gene-0.33,11966,7026,12428,1378,1401,1531,12441,9042,7896,1551,1085,1427
maker-scaffold670-size63018-augustus-gene-0.15,783,1730,964,1381,1146,1474,1158,1200,911,1242,892,1089
maker-scaffold670-size63018-augustus-gene-0.17,5,9,0,668,538,691,77,10,46,561,509,670
maker-scaffold670-size63018-augustus-gene-0.18,7885,9688,11352,3316,4911,3564,14441,11904,11321,5958,3666,4359
maker-scaffold670-size63018-augustus-gene-0.19,1666,3068,2999,1279,2078,1133,4848,4740,3554,2791,1599,1872
maker-scaffold670-size63018-snap-gene-0.21,65,149,72,259,303,231,118,120,115,239,237,263
maker-scaffold671-size69363-augustus-gene-0.10,3493,4015,5106,5281,6194,5395,5878,4736,4129,7755,5043,6611
maker-scaffold671-size69363-augustus-gene-0.11,263,232,359,91,196,117,387,327,274,199,147,175
maker-scaffold671-size69363-augustus-gene-0.12,3721,3574,6691,2194,2126,2175,6728,4500,4205,2290,1686,2312
maker-scaffold671-size69363-augustus-gene-0.9,3293,7358,1850,4241,4296,3108,1576,2439,1475,2964,1731,2745
maker-scaffold671-size69363-snap-gene-0.14,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold672-size50744-augustus-gene-0.13,111,174,232,42,33,31,385,226,301,14,22,33
maker-scaffold673-size66537-augustus-gene-0.8,2722,2369,3125,2335,2136,2051,3317,2354,2336,1699,1710,1818
maker-scaffold673-size66537-augustus-gene-0.9,286,483,757,277,421,441,994,713,800,531,362,340
maker-scaffold674-size46858-snap-gene-0.14,3,0,0,91,96,286,0,0,0,101,100,240
maker-scaffold674-size46858-snap-gene-0.15,118,226,153,4700,4550,4605,112,152,94,4043,2920,3984
maker-scaffold674-size46858-snap-gene-0.16,27,60,6,201,233,194,70,24,31,104,196,102
maker-scaffold6743-size1879-snap-gene-0.1,1,0,0,677,570,673,0,0,0,653,493,839
maker-scaffold6748-size1876-snap-gene-0.0,0,3,6,0,1,0,711,0,429,0,0,6
maker-scaffold675-size149168-augustus-gene-0.18,2423,2697,4668,454,441,444,5149,3706,3130,935,577,613
maker-scaffold675-size149168-augustus-gene-1.25,1221,1044,2128,3232,2669,3033,1570,1176,1277,2431,1622,2766
maker-scaffold675-size149168-augustus-gene-1.27,4917,4261,8253,838,1028,911,7491,4902,4671,1209,861,1134
maker-scaffold675-size149168-augustus-gene-1.28,423,708,1107,75,211,99,1647,1202,988,260,215,212
maker-scaffold675-size149168-augustus-gene-1.33,3513,2815,3949,2532,2455,2564,4322,3129,2631,2684,1699,2270
maker-scaffold675-size149168-snap-gene-0.25,5681,5420,6439,2661,3079,2919,6750,5781,4642,3493,2362,2846
maker-scaffold675-size149168-snap-gene-0.26,2409,2054,2073,225,297,266,3023,2228,1300,227,203,314
maker-scaffold675-size149168-snap-gene-1.35,10694,17016,15237,20655,23163,20126,22262,19414,16282,19922,13744,18410
maker-scaffold675-size149168-snap-gene-1.38,5168,7566,7967,3929,3095,2942,12472,9514,8673,4964,3572,4095
maker-scaffold675-size149168-snap-gene-1.39,169,293,222,305,283,228,264,205,147,231,176,208
maker-scaffold675-size149168-snap-gene-1.40,89,121,67,128,225,154,43,35,25,89,50,73
maker-scaffold675-size149168-snap-gene-1.41,2047,2422,3100,1652,1905,1861,3693,2773,2702,1803,1435,1824
maker-scaffold676-size113905-augustus-gene-0.21,2933,2515,4084,1140,1283,1191,3374,2300,2092,1158,761,1008
maker-scaffold676-size113905-augustus-gene-0.22,127,271,143,426,400,392,160,104,123,246,310,361
maker-scaffold676-size113905-augustus-gene-0.23,4621,5728,5440,3295,3459,2888,4792,3881,3128,2070,1491,2197
